Price,Close_Scaled
2015-01-02,0.014069815053543877
2015-01-05,0.011425763480121143
2015-01-06,0.011434375304225058
2015-01-07,0.012713467528744235
2015-01-08,0.0162674698440841
2015-01-09,0.016370471987268737
2015-01-12,0.014001142034231487
2015-01-13,0.01483385963322005
2015-01-14,0.014473285660018126
2015-01-15,0.011915101210979787
2015-01-16,0.011202594631815763
2015-01-20,0.013546155584596958
2015-01-21,0.014258684321112866
2015-01-22,0.016705240031294755
2015-01-23,0.01720316004312146
2015-01-26,0.01730620650100989
2015-01-27,0.013906700014663001
2015-01-28,0.019203348513556706
2015-01-29,0.022285214588893862
2015-01-30,0.02079149148233357
2015-02-02,0.022053396987564727
2015-02-03,0.022070583706852748
2015-02-04,0.022851770691113146
2015-02-05,0.02358437398844765
2015-02-06,0.022713878104474866
2015-02-09,0.023394751370914138
2015-02-10,0.025376985000528943
2015-02-11,0.027841850069161594
2015-02-12,0.029203530129984404
2015-02-13,0.02973786944254564
2015-02-17,0.030384273255217295
2015-02-18,0.03115129430583162
2015-02-19,0.030918612567778517
2015-02-20,0.03182354836238299
2015-02-23,0.0348399763917847
2015-02-24,0.03412466321471373
2015-02-25,0.03121165093239872
2015-02-26,0.03261641965687702
2015-02-27,0.030927217006098462
2015-03-02,0.0314701459854117
2015-03-03,0.031702872038168614
2015-03-04,0.030996148527849668
2015-03-05,0.029160456237896884
2015-03-06,0.029324184296846897
2015-03-09,0.029789577316088972
2015-03-10,0.027522954074877704
2015-03-11,0.025566585460710542
2015-03-12,0.0274712388155504
2015-03-13,0.026730060623031793
2015-03-16,0.027902154995240944
2015-03-17,0.029703414760345978
2015-03-18,0.030935836215986348
2015-03-19,0.030099839328917022
2015-03-20,0.028720883919398615
2015-03-23,0.02984991178530419
2015-03-24,0.029401757185837873
2015-03-25,0.02654907198695411
2015-03-26,0.027290257565256673
2015-03-27,0.026437037029979515
2015-03-30,0.029125979398345325
2015-03-31,0.027454000395774628
2015-04-01,0.027298891546712487
2015-04-02,0.02822103621795688
2015-04-06,0.029970595495302524
2015-04-07,0.02881571738551726
2015-04-08,0.028462366709033737
2015-04-09,0.02928971484307931
2015-04-10,0.029755130019673295
2015-04-13,0.029539657158260096
2015-04-14,0.02906565231491408
2015-04-15,0.029479322689044893
2015-04-16,0.02895358781480363
2015-04-17,0.027729822497970957
2015-04-20,0.03018603881357987
2015-04-21,0.029591357646019487
2015-04-22,0.031065124364304655
2015-04-23,0.0319700675446931
2015-04-24,0.03249575810423058
2015-04-27,0.034538311431492635
2015-04-28,0.0327370738237395
2015-04-29,0.0310823480125125
2015-04-30,0.028074546578782625
2015-05-01,0.031349484432765265
2015-05-04,0.031134078043407745
2015-05-05,0.028634743521007505
2015-05-06,0.02795387025456826
2015-05-07,0.02862025261286695
2015-05-08,0.030662695153369543
2015-05-11,0.02953761129610162
2015-05-12,0.029148181064946002
2015-05-13,0.029269352236686072
2015-05-14,0.03181373265549267
2015-05-15,0.031657981243225525
2015-05-18,0.03288687229413034
2015-05-19,0.03278302817157362
2015-05-20,0.032774357261198
2015-05-21,0.03392540953488905
2015-05-22,0.03492066608160918
2015-05-26,0.03239356839728215
2015-05-27,0.03448794777063102
2015-05-28,0.034262917704766305
2015-05-29,0.03296479231496771
2015-06-01,0.0331898076092645
2015-06-02,0.032687832802040656
2015-06-03,0.032826308865612205
2015-06-04,0.03216854571720139
2015-06-05,0.03155411496331692
2015-06-08,0.0308185056519084
2015-06-09,0.030489609306135063
2015-06-10,0.03175317661275849
2015-06-11,0.03150217074468667
2015-06-12,0.030273250150645997
2015-06-15,0.030056905766724845
2015-06-16,0.030645382875754107
2015-06-17,0.030385757797794385
2015-06-18,0.030887695676098392
2015-06-19,0.029779931482229877
2015-06-22,0.03065404640034579
2015-06-23,0.030152086364689898
2015-06-24,0.031086757325539977
2015-06-25,0.03055885841659678
2015-06-26,0.02990978095012957
2015-06-29,0.027988480038231192
2015-06-30,0.028767392201030167
2015-07-01,0.029779931482229877
2015-07-02,0.029641462804442298
2015-07-06,0.029260673940526463
2015-07-07,0.028992400109543
2015-07-08,0.0262922387353334
